Date,Day,Action,Protester,Target,Govt agent,Event,Country,Location,Issue,Linked date,Time,# protester,Arrests,Injuries,ProtKilled,Propdamag,#State,#State inj,#State killed,OSD,OSR,Source,Story date,No event found
20-Sep-81,Sun,censorship,Solidarity,government,,Solidarity worker gives out brochures; arrested,Poland,Jelenia Gora,freedom,,,1,1,0,0,N,5,0,0,14000000,2047500,RFE,21/09/1981,
21-Sep-81,Mon,petition,Solidarity,government,USSR,Solidarity rejects Moscow charge of treason,Poland,Gdansk,freedom,,,3001,0,0,0,N,0,0,0,14000000,2047500,Reuters,21/09/1981,
21-Sep-81,Mon,repression,Solidarity,government,,"heavy govt, WTO criticism of Solidarity",Poland,Poland,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,21/09/1981,
21-Sep-81,Mon,petition,Solidarity,government,army,army should think of Poland before acting,Poland,Warsaw,repression,,,3001,0,0,0,N,0,0,0,14000000,2047500,Reuters,21/09/1981,
21-Sep-81,Mon,petition,Solidarity,government,,Solidarity will talk to state if the state accepts,Poland,Rzeszow,reform,,,3001,0,0,0,N,0,0,0,14000000,2047500,BBC,23/09/1981,
21-Sep-81,Mon,petition,Solidarity,government,Sejm,Solidarity goes to Sejm to get agreements implemented,Poland,Warsaw,reform,,,3001,0,0,0,N,0,0,0,14000000,2047500,BBC,23/09/1981,
21-Sep-81,Mon,arrest,Solidarity,government,court,printer arrested for libel against Poland,Poland,Czestochowa,repression,,,1,1,0,0,N,,0,0,14000000,2047500,BBC,23/09/1981,
22-Sep-81,Tue,petition,Solidarity,government,USSR,rail workers ask USSR for truthful assessment,Poland,Poland,freedom,,,300000,0,0,0,N,0,0,0,14000000,2047500,Reuters,22/09/1981,
22-Sep-81,Tue,petition,Solidarity,government,,asks for true self-management,Poland,Gdansk,reform,,,3001,0,0,0,N,0,0,0,14000000,2047500,Reuters,22/09/1981,
22-Sep-81,Tue,arrest,Solidarity,government,,Solidarity activist arrested for libeling USSR,Poland,Jelenia Gora,repression,,,1,1,0,0,N,5,0,0,14000000,2047500,Reuters,22/09/1981,
22-Sep-81,Tue,repression,Solidarity,government,,"heavy govt, WTO criticism of Solidarity",Poland,Poland,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,22/09/1981,
22-Sep-81,Tue,hijacking,civilians,government,,attempted hijacking foiled by police,Poland,Warsaw,freedom,,22:00,3,3,1,0,N,8,0,0,3,2047500,Reuters,23/09/1981,
22-Sep-81,Tue,censorship,Solidarity,government,,state confiscates 1 million Solidarity newspapers,Poland,Warsaw,censorship,,,0,0,0,0,N,301,0,0,14000000,2047500,BBC,24/09/1981,
22-Sep-81,Tue,petition,Solidarity,government,,protests withdrawal of 1 million newspapers,Poland,Gdansk,censorship,,,3001,0,0,0,N,0,0,0,14000000,2047500,BBC,24/09/1981,
23-Sep-81,Wed,petition,intellectuals,government,,35 intellectuals call for negotiations,Poland,Warsaw,cooperation,,,35,0,0,0,N,0,0,0,2000,2047500,RFE,23/09/1981,
23-Sep-81,Wed,arrest,Solidarity,government,police,mine union leader arrested,Poland,Szczyglowice,repression,,,1,1,0,0,N,5,0,0,14000000,2047500,RFE,25/09/1981,
23-Sep-81,Wed,accede,Solidarity,government,,state tentatively agrees to discuss self-managment,Poland,Warsaw,accede,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,23/09/1981,
23-Sep-81,Wed,petition,Solidarity,government,,Solidarity accepts state compromise,Poland,Gdansk,reform,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,23/09/1981,
23-Sep-81,Wed,demonstration,Solidarity,government,media,miners drive off state TV crew in a wheelbarrow,Poland,Szczyglowice,freedom,,,36,,0,0,N,,0,0,14000000,2047500,BBC,25/09/1981,
24-Sep-81,Thu,mobilization,Solidarity,government,USA,Solidarity opens an office in New York,Poland,New York,freedom,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,24/09/1981,
24-Sep-81,Thu,deployment,Solidarity,government,military,army patrols move through Warsaw streets,Poland,Warsaw,repression,,,0,0,0,0,N,1001,0,0,14000000,2047500,Reuters,24/09/1981,
24-Sep-81,Thu,petition,Church,government,,urges restraint on all sides,Poland,Poland,freedom,,,3001,0,0,0,N,0,0,0,20000000,2047500,Reuters,24/09/1981,
24-Sep-81,Thu,petition,Solidarity,government,military,letter to soldiers says govt is duping them,Poland,Jelenia Gora,censorship,,,301,0,0,0,N,,0,0,14000000,2047500,Reuters,24/09/1981,
24-Sep-81,Thu,arrest,Solidarity,government,,leader of mine union arrested ,Poland,Szczyglowice,repression,,,1,1,0,0,N,,0,0,14000000,2047500,RFE,25/09/1981,
25-Sep-81,Fri,occupation,Solidarity,government,police,miners sit in to protest arrest,Poland,Szczyglowice,freedom,,,30,0,0,0,N,0,0,0,14000000,2047500,RFE,25/09/1981,
25-Sep-81,Fri,strike,Solidarity,government,police,9 mines strike to protest arrest,Poland,Szczyglowice,freedom,,12:00+,900,0,0,0,N,0,0,0,14000000,2047500,RFE,25/09/1981,
25-Sep-81,Fri,arrest,Solidarity,government,court,miners arrested for 9/23 protest,Poland,Szczyglowice,repression,23/09/1981,,0,36,0,0,N,31,0,0,14000000,2047500,BBC,28/09/1981,
25-Sep-81,Fri,rally,Solidarity,government,court,rally of mine workers against arrests,Poland,Szczyglowice,freedom,,18:30+,40,0,0,0,N,31,0,0,14000000,2047500,BBC,29/09/1981,
25-Sep-81,Fri,strike,Solidarity,government,,warning strike against shortages,Poland,Podebice,reform,,10:00-12:00,301,0,0,0,N,0,0,0,14000000,2047500,BBC,02/10/1981,
26-Sep-81,Sat,rally,Solidarity,government,,2nd Solidarity Congress,Poland,Gdansk,freedom,,,896,0,0,0,N,0,0,0,14000000,2047500,RFE,26/09/1981,
26-Sep-81,Sat,occupation,Solidarity,government,police,miners sit in to protest arrest,Poland,Szczyglowice,freedom,,,30,0,0,0,N,0,0,0,14000000,2047500,RFE,27/09/1981,
26-Sep-81,Sat,repression,Solidarity,government,,"heavy govt, WTO criticism of Solidarity",Poland,Poland,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,26/09/1981,
26-Sep-81,Sat,repression,Solidarity,government,court,court denies police union (Solidarity),Poland,Warsaw,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,27/09/1981,
26-Sep-81,Sat,exit,dissidents,government,,allowed to leave Poland legally,Poland,Poland,freedom,,,21,0,0,0,N,0,0,0,14000000,2447500,BBC,27/01/1982,
27-Sep-81,Sun,rally,Solidarity,government,,2nd Solidarity Congress,Poland,Gdansk,freedom,,,896,0,0,0,N,0,0,0,14000000,2047500,RFE,27/09/1981,
27-Sep-81,Sun,occupation,Solidarity,government,police,miners sit in to protest arrest,Poland,Szczyglowice,freedom,,,30,0,0,0,N,0,0,0,14000000,2047500,RFE,27/09/1981,
27-Sep-81,Sun,mobilization,KSN,government,,new group wants free elections; independence,Poland,Warsaw,freedom,,,101,0,0,0,N,0,0,0,2000,2047500,RFE,29/09/1981,
27-Sep-81,Sun,deployment,Solidarity,government,police,increased police presence,Poland,Gdansk,repression,,,0,0,0,0,N,3001,0,0,14000000,2047500,Reuters,27/09/1981,
27-Sep-81,Sun,deployment,Solidarity,government,police,increased police presence,Poland,Czestochowa,repression,,,0,0,0,0,N,3001,0,0,14000000,2047500,Reuters,27/09/1981,
28-Sep-81,Mon,rally,Solidarity,government,,2nd Solidarity Congress,Poland,Gdansk,freedom,,,896,0,0,0,N,0,0,0,14000000,2047500,RFE,28/09/1981,
28-Sep-81,Mon,dissolution,KOR,government,,KOR dissolves; Solidarity is enough,Poland,Gdansk,freedom,,,0,0,0,0,N,0,0,0,14000000,2047500,RFE,28/09/1981,
28-Sep-81,Mon,arrest,Solidarity,government,,M. Zembruski arrested for distributing leaflets,Poland,Czestochowa,freedom,,,1,1,0,0,N,5,0,0,14000000,2047500,RFE,28/09/1981,
28-Sep-81,Mon,occupation,Solidarity,government,police,miners sit in to protest arrest,Poland,Szczyglowice,freedom,,,30,0,0,0,N,0,0,0,14000000,2047500,RFE,29/09/1981,
28-Sep-81,Mon,repression,Solidarity,government,,"heavy govt, WTO criticism of Solidarity",Poland,Poland,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,28/09/1981,
29-Sep-81,Tue,accede,Solidarity,government,police,T. Arent(mine union leader) released,Poland,Szczyglowice,accede,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,29/09/1981,
29-Sep-81,Tue,rally,Solidarity,government,,mass rally featuring T. Arent,Poland,Szczyglowice,freedom,,,301,0,0,0,N,101,0,0,14000000,2047500,BBC,01/10/1981,
29-Sep-81,Tue,rally,Solidarity,government,,2nd Solidarity Congress,Poland,Gdansk,freedom,,,896,0,0,0,N,0,0,0,14000000,2047500,RFE,29/09/1981,
29-Sep-81,Tue,petition,Solidarity,government,,"Solidarity asks for free judiciary, media",Poland,Gdansk,reform,,,896,0,0,0,N,0,0,0,14000000,2047500,Reuters,29/09/1981,
29-Sep-81,Tue,accede,Solidarity,government,,M. Zembruski released; under surveillance,Poland,Czestochowa,freedom,,,0,0,0,0,N,0,0,0,14000000,2047500,RFE,29/09/1981,
29-Sep-81,Tue,occupation,Solidarity,government,police,miners sit in to protest arrest,Poland,Szczyglowice,freedom,,8:00-20:00,30,0,0,0,N,0,0,0,14000000,2047500,RFE,29/09/1981,
29-Sep-81,Tue,arrest,Solidarity,government,,prosecutor investigates Solidarity bulletin for libeling USSR,Poland,Slupsk,censorship,,,0,8,0,0,N,8,0,0,14000000,2047500,BBC,01/10/1981,
29-Sep-81,Tue,trial,Solidarity,government,court,court indicts K. Morawieki for violating censorship laws,Poland,Wroclaw,censorship,,,0,1,0,0,N,0,0,0,14000000,2047500,BBC,01/10/1981,
30-Sep-81,Wed,rally,Solidarity,government,,2nd Solidarity Congress,Poland,Gdansk,freedom,,,896,0,0,0,N,0,0,0,14000000,2047500,RFE,30/09/1981,
30-Sep-81,Wed,fired,Solidarity,government,police,battalion of police fired for forming union,Poland,Warsaw,repression,,,500,0,0,0,N,0,0,0,14000000,2047500,Reuters,30/09/1981,
30-Sep-81,Wed,repression,Solidarity,government,,"heavy govt, WTO criticism of Solidarity",Poland,Poland,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,30/09/1981,
30-Sep-81,Wed,occupation,students,government,university,students denied admission protest,Poland,Katowice,reform,,,21,0,0,0,N,31,0,0,14000000,2047500,BBC,07/10/1981,
30-Sep-81,Wed,occupation,students,government,university,students denied admission protest,Poland,Cracow,reform,,,21,0,0,0,N,31,0,0,14000000,2047500,BBC,07/10/1981,
30-Sep-81,Wed,occupation,students,government,university,students denied admission protest,Poland,Warsaw,reform,,,21,0,0,0,N,31,0,0,14000000,2047500,BBC,07/10/1981,
01-Oct-81,Thu,rally,Solidarity,government,,2nd Solidarity Congress,Poland,Gdansk,freedom,,,896,0,0,0,N,0,0,0,14000000,2047500,RFE,01/10/1981,
01-Oct-81,Thu,boycott,Rural Solidarity,government,,farmers withhold produce because of low prices,Poland,Poland,reform,,,3001,0,0,0,N,0,0,0,14000000,2047500,Reuters,01/10/1981,
01-Oct-81,Thu,accede,Solidarity,government,,Sejm passes reform censorship law,Poland,Warsaw,reform,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,01/10/1981,
01-Oct-81,Thu,occupation,students,government,university,students denied admission protest,Poland,Katowice,reform,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,07/10/1981,
01-Oct-81,Thu,occupation,students,government,university,students denied admission protest,Poland,Cracow,reform,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,07/10/1981,
01-Oct-81,Thu,occupation,students,government,university,students denied admission protest,Poland,Warsaw,reform,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,07/10/1981,
02-Oct-81,Fri,rally,Solidarity,government,,2nd Solidarity Congress,Poland,Gdansk,freedom,,,896,0,0,0,N,0,0,0,14000000,2047500,RFE,02/10/1981,
02-Oct-81,Fri,trial,Solidarity,government,,M. Zembruski indicted,Poland,Czestochowa,freedom,,,0,1,0,0,N,0,0,0,14000000,2047500,RFE,02/10/1981,
02-Oct-81,Fri,repression,Solidarity,government,,"heavy govt, WTO criticism of Solidarity",Poland,Poland,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,02/10/1981,
02-Oct-81,Fri,petition,KPN,government,,"cut defense spending, join IMF, private farms",Poland,Gdansk,reform,,,301,0,0,0,N,0,0,0,301,2047500,Reuters,02/10/1981,
02-Oct-81,Fri,occupation,students,government,university,students denied admission protest,Poland,Katowice,reform,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,07/10/1981,
02-Oct-81,Fri,occupation,students,government,university,students denied admission protest,Poland,Cracow,reform,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,07/10/1981,
02-Oct-81,Fri,occupation,students,government,university,students denied admission protest,Poland,Warsaw,reform,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,07/10/1981,
02-Oct-81,Fri,strike,children,government,,kids in state home have 28 demands,Poland,Szczecinek,reform,,,150,0,0,0,N,0,0,0,150,2047500,BBC,07/10/1981,
03-Oct-81,Sat,rally,Solidarity,government,,2nd Solidarity Congress,Poland,Gdansk,freedom,,,896,0,0,0,N,0,0,0,14000000,2047500,RFE,03/10/1981,
03-Oct-81,Sat,repression,Solidarity,government,,"heavy govt, WTO criticism of Solidarity",Poland,Poland,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,03/10/1981,
03-Oct-81,Sat,petition,Solidarity,government,,workers should control factories,Poland,Gdansk,reform,,,896,0,0,0,N,0,0,0,14000000,2047500,Reuters,03/10/1981,
03-Oct-81,Sat,exit,workers,government,,have applied to leave Poland,Poland,Poland,exit,,,400000,0,0,0,N,0,0,0,400000,2047500,BBC,05/10/1981,
03-Oct-81,Sat,strike,Solidarity,government,,miners won't work Saturdays until govt talks,Poland,Szczyglowice,recognition,,,900,0,0,0,N,0,0,0,14000000,2047500,BBC,06/10/1981,
03-Oct-81,Sat,occupation,students,government,university,students denied admission protest,Poland,Katowice,reform,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,07/10/1981,
03-Oct-81,Sat,occupation,students,government,university,students denied admission protest,Poland,Cracow,reform,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,07/10/1981,
03-Oct-81,Sat,occupation,students,government,university,students denied admission protest,Poland,Warsaw,reform,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,07/10/1981,
03-Oct-81,Sat,exit,dissidents,government,,allowed to leave Poland legally,Poland,Poland,freedom,,,21,0,0,0,N,0,0,0,14000000,2447500,BBC,27/01/1982,
04-Oct-81,Sun,rally,Solidarity,government,,2nd Solidarity Congress,Poland,Gdansk,freedom,,,896,0,0,0,N,0,0,0,14000000,2047500,RFE,04/10/1981,
04-Oct-81,Sun,symbolic,Solidarity,government,,delegates jeer government ministers,Poland,Gdansk,reform,,,896,0,0,0,N,0,0,0,14000000,2047500,Reuters,04/10/1981,
04-Oct-81,Sun,petition,Solidarity,government,,Solidarity rejects price increases,Poland,Gdansk,reform,,,896,0,0,0,N,0,0,0,14000000,2047500,Reuters,04/10/1981,
04-Oct-81,Sun,petition,Solidarity,government,,independent commission should run economy,Poland,Gdansk,reform,,,896,0,0,0,N,0,0,0,14000000,2047500,Reuters,04/10/1981,
04-Oct-81,Sun,occupation,students,government,university,students denied admission protest,Poland,Katowice,reform,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,07/10/1981,
04-Oct-81,Sun,occupation,students,government,university,students denied admission protest,Poland,Cracow,reform,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,07/10/1981,
04-Oct-81,Sun,occupation,students,government,university,students denied admission protest,Poland,Warsaw,reform,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,07/10/1981,
05-Oct-81,Mon,rally,Solidarity,government,,2nd Solidarity Congress,Poland,Gdansk,freedom,,,896,0,0,0,N,0,0,0,14000000,2047500,RFE,05/10/1981,
05-Oct-81,Mon,repression,Solidarity,government,,"heavy govt, WTO criticism of Solidarity",Poland,Poland,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,05/10/1981,
05-Oct-81,Mon,occupation,students,government,university,students denied admission protest,Poland,Katowice,reform,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,07/10/1981,
05-Oct-81,Mon,occupation,students,government,university,students denied admission protest,Poland,Cracow,reform,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,07/10/1981,
05-Oct-81,Mon,occupation,students,government,university,students denied admission protest,Poland,Warsaw,reform,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,07/10/1981,
05-Oct-81,Mon,strike,Solidarity,government,,health workers demand a charter contract,Poland,Lomza,freedom,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,28/10/1981,
06-Oct-81,Tue,rally,Solidarity,government,,2nd Solidarity Congress,Poland,Gdansk,freedom,,,896,0,0,0,N,0,0,0,14000000,2047500,RFE,06/10/1981,
06-Oct-81,Tue,strike,Solidarity,government,,warning strike against price increases,Poland,Torun,reform,,10:00-11:00,301,0,0,0,N,0,0,0,14000000,2047500,Reuters,06/10/1981,
06-Oct-81,Tue,strike,Solidarity,government,,warning strike against price increases,Poland,Tychy,reform,,10:00-11:00,301,0,0,0,N,0,0,0,14000000,2047500,BBC,08/10/1981,
06-Oct-81,Tue,repression,Solidarity,government,,"heavy govt, WTO criticism of Solidarity",Poland,Poland,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,06/10/1981,
06-Oct-81,Tue,occupation,students,government,university,students denied admission protest,Poland,Katowice,reform,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,07/10/1981,
06-Oct-81,Tue,occupation,students,government,university,students denied admission protest,Poland,Cracow,reform,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,07/10/1981,
06-Oct-81,Tue,occupation,students,government,university,students denied admission protest,Poland,Warsaw,reform,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,07/10/1981,
06-Oct-81,Tue,strike,Solidarity,government,,health workers demand a charter contract,Poland,Lomza,freedom,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,28/10/1981,
07-Oct-81,Wed,rally,Solidarity,government,,2nd Solidarity Congress,Poland,Gdansk,freedom,,,896,0,0,0,N,0,0,0,14000000,2047500,RFE,07/10/1981,
07-Oct-81,Wed,petition,Solidarity,government,,stop repression of union activists!,Poland,Gdansk,freedom,,,896,0,0,0,N,0,0,0,14000000,2047500,Reuters,07/10/1981,
07-Oct-81,Wed,hunger strike,students,government,university,students denied admission protest,Poland,Cracow,admission,,,18,0,0,0,N,0,0,0,2000,2047500,RFE,07/10/1981,
07-Oct-81,Wed,harassment,police,government,court,for attempting to join Solidarity,Poland,Warsaw,repression,,,599,0,0,0,N,301,0,0,14000000,2047500,BBC,10/10/1981,
07-Oct-81,Wed,dismissal,police,government,,police who want to form a union fired,Poland,Warsaw,recognition,,,96,0,0,0,N,0,0,0,14000000,2047500,RFE,07/10/1981,
07-Oct-81,Wed,occupation,farmers,government,agriculture,farmers protest land policy,Poland,Warsaw,freedom,,,45,0,0,0,N,0,0,0,14000000,2047500,RFE,09/10/1981,
07-Oct-81,Wed,hunger strike,UN prisoner,government,court,UN employee imprisoned protests,Poland,Warsaw,freedom,,,1,0,0,0,N,0,0,0,14000000,2047500,Reuters,07/10/1981,
07-Oct-81,Wed,repression,Solidarity,government,,"heavy govt, WTO criticism of Solidarity",Poland,Poland,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,07/10/1981,
07-Oct-81,Wed,occupation,students,government,university,students denied admission protest,Poland,Katowice,reform,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,10/10/1981,
07-Oct-81,Wed,strike,Solidarity,government,,health workers demand a charter contract,Poland,Lomza,freedom,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,28/10/1981,
08-Oct-81,Thu,hunger strike,students,government,university,students denied admission protest,Poland,Cracow,admission,,,18,0,0,0,N,0,0,0,2000,2047500,RFE,10/10/1981,
08-Oct-81,Thu,hunger strike,UN prisoner,government,court,UN employee imprisoned protests,Poland,Warsaw,freedom,,,1,0,0,0,N,0,0,0,14000000,2047500,Reuters,09/11/1981,
08-Oct-81,Thu,occupation,students,government,university,students denied admission protest,Poland,Bialystok,admission,,,21,0,0,0,N,0,0,0,2000,2047500,RFE,09/10/1981,
08-Oct-81,Thu,occupation,students,government,university,students denied admission protest,Poland,Warsaw,admission,,,21,0,0,0,N,0,0,0,2000,2047500,RFE,09/10/1981,
08-Oct-81,Thu,occupation,students,government,university,students denied admission protest,Poland,Wroclaw,admission,,,21,0,0,0,N,0,0,0,2000,2047500,RFE,09/10/1981,
08-Oct-81,Thu,occupation,students,government,university,students denied admission protest,Poland,Katowice,reform,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,10/10/1981,
08-Oct-81,Thu,occupation,farmers,government,agriculture,farmers protest land policy,Poland,Warsaw,freedom,,,45,0,0,0,N,0,0,0,14000000,2047500,RFE,09/10/1981,
08-Oct-81,Thu,repression,Solidarity,government,,"heavy govt, WTO criticism of Solidarity",Poland,Poland,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,08/10/1981,
08-Oct-81,Thu,strike,Solidarity,government,,carry manager out in a wheelbarrow,Poland,Krosno,freedom,,14:00-15:00,301,0,0,0,N,0,0,0,14000000,2047500,BBC,10/10/1981,
08-Oct-81,Thu,strike,Solidarity,government,,health workers demand a charter contract,Poland,Lomza,freedom,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,28/10/1981,
09-Oct-81,Fri,occupation,students,government,university,students denied admission protest,Poland,Wroclaw,admission,,,21,0,0,0,N,0,0,0,14000000,2047500,RFE,10/10/1981,
09-Oct-81,Fri,occupation,students,government,university,students denied admission protest,Poland,Bialystok,admission,,,21,0,0,0,N,0,0,0,14000000,2047500,RFE,09/10/1981,
09-Oct-81,Fri,occupation,students,government,university,students denied admission protest,Poland,Warsaw,admission,,,21,0,0,0,N,0,0,0,2000,2047500,RFE,09/10/1981,
09-Oct-81,Fri,occupation,students,government,university,students denied admission protest,Poland,Wroclaw,admission,,,21,0,0,0,N,0,0,0,2000,2047500,RFE,09/10/1981,
09-Oct-81,Fri,occupation,farmers,government,agriculture,farmers protest land policy,Poland,Warsaw,freedom,,,45,0,0,0,N,0,0,0,14000000,2047500,RFE,09/10/1981,
09-Oct-81,Fri,occupation,Solidarity,government,,occupy provincial office for more meat rations,Poland,Suwalki,more food,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,13/10/1981,
09-Oct-81,Fri,strike,Solidarity,government,,health workers demand a charter contract,Poland,Lomza,freedom,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,28/10/1981,
09-Oct-81,Fri,hunger strike,UN prisoner,government,court,UN employee imprisoned protests,Poland,Warsaw,freedom,,,1,0,0,0,N,0,0,0,14000000,2047500,Reuters,09/11/1981,
10-Oct-81,Sat,occupation,Solidarity,government,,occupy provincial office for more meat rations,Poland,Suwalki,more food,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,13/10/1981,
10-Oct-81,Sat,strike,Solidarity,government,,health workers demand a charter contract,Poland,Lomza,freedom,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,28/10/1981,
10-Oct-81,Sat,hunger strike,UN prisoner,government,court,UN employee imprisoned protests,Poland,Warsaw,freedom,,,1,0,0,0,N,0,0,0,14000000,2047500,Reuters,09/11/1981,
10-Oct-81,Sat,exit,dissidents,government,,allowed to leave Poland legally,Poland,Poland,freedom,,,21,0,0,0,N,0,0,0,14000000,2447500,BBC,27/01/1982,
11-Oct-81,Sun,riot,civilians,government,police,people attack police at accident,Poland,Radgoszcz,freedom,,,21,,0,0,Y,8,0,0,21,2047500,BBC,13/10/1981,
11-Oct-81,Sun,strike,Solidarity,government,,health workers demand a charter contract,Poland,Lomza,freedom,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,28/10/1981,
11-Oct-81,Sun,hunger strike,UN prisoner,government,court,UN employee imprisoned protests,Poland,Warsaw,freedom,,,1,0,0,0,N,0,0,0,14000000,2047500,Reuters,09/11/1981,
12-Oct-81,Mon,repression,Solidarity,government,,"heavy govt, WTO criticism of Solidarity",Poland,Poland,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,12/10/1981,
12-Oct-81,Mon,strike,Solidarity,government,,strike after union bulletins were confiscated,Poland,Ostroleka,censorship,,,10000,0,0,0,N,301,0,0,14000000,2047500,Reuters,13/10/1981,
12-Oct-81,Mon,strike,Solidarity,government,,health workers demand a charter contract,Poland,Lomza,freedom,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,28/10/1981,
12-Oct-81,Mon,hunger strike,UN prisoner,government,court,UN employee imprisoned protests,Poland,Warsaw,freedom,,,1,0,0,0,N,0,0,0,14000000,2047500,Reuters,09/11/1981,
13-Oct-81,Tue,strike,farmers,government,agriculture,farmers demand separation of state farm land,Poland,Lubogora,freedom,,,80,0,0,0,N,0,0,0,14000000,2047500,RFE,13/10/1981,
13-Oct-81,Tue,riot,civilians,government,police,reaction against alleged police brutality,Poland,Piaseczno,justice,,,20,8,0,0,Y,40,0,0,20,2047500,RFE,13/10/1981,
13-Oct-81,Tue,occupation,Solidarity,government,,protesting food shortages,Poland,Zyrardow,food,,,120000,0,0,0,N,0,0,0,14000000,2047500,RFE,13/10/1981,
13-Oct-81,Tue,strike,Solidarity,government,,protesting food shortages,Poland,Tomaszow Mazowiecki,more food,,,5001,0,0,0,N,0,0,0,14000000,2047500,Reuters,13/10/1981,
13-Oct-81,Tue,strike,Solidarity,government,,protesting food shortages,Poland,Niewiadow,more food,,,301,0,0,0,N,0,0,0,14000000,2047500,Reuters,13/10/1981,
13-Oct-81,Tue,strike,Solidarity,government,,bus drivers protest food shortages,Poland,Protrokow Trybunaski,more food,,,301,0,0,0,N,0,0,0,14000000,2047500,Reuters,13/10/1981,
13-Oct-81,Tue,repression,Solidarity,government,,"heavy govt, WTO criticism of Solidarity",Poland,Poland,repression,,,0,0,0,0,N,0,0,0,14000000,2047500,Reuters,12/10/1981,
13-Oct-81,Tue,boycott,Solidarity,government,,teachers boycott Teacher's Day,Poland,Poland,freedom,,,3001,0,0,0,N,0,0,0,14000000,2047500,BBC,15/10/1981,
13-Oct-81,Tue,occupation,Solidarity,government,,student teachers occupy building,Poland,Tarnow,reform,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,16/10/1981,
13-Oct-81,Tue,strike,Solidarity,government,,warning strike by power plant workers,Poland,Koszalin,reform,,10:00-12:00,301,0,0,0,N,0,0,0,14000000,2047500,BBC,16/10/1981,
13-Oct-81,Tue,strike,Solidarity,government,,health workers demand a charter contract,Poland,Lomza,freedom,,,301,0,0,0,N,0,0,0,14000000,2047500,BBC,28/10/1981,
13-Oct-81,Tue,hunger strike,UN prisoner,government,court,UN employee imprisoned protests,Poland,Warsaw,freedom,,,1,0,0,0,N,0,0,0,14000000,2047500,Reuters,09/11/1981,
14-Oct-81,Wed,strike,Solidarity,government,,protesting food shortages,Poland,Tomaszow Mazowiecki,food,,0:00-23:59,5000,0,0,0,N,0,0,0,14000000,2047500,RFE,14/10/1981,
14-Oct-81,Wed,occupation,Solidarity,government,,student teachers occupy building,Poland,Tarnow,reform,,,21,0,0,0,N,0,0,0,14000000,2047500,BBC,16/10/1981,
14-Oct-81,Wed,occupation,Solidarity,government,,protesting food shortages,Poland,Zyrardow,food,,,120000,0,0,0,N,0,0,0,14000000,2047500,RFE,27/10/1981,
14-Oct-81,Wed,petition,Solidarity,government,,freeze prices; give TV access,Poland,Gdansk,reform,,,60,0,0,0,N,0,0,0,14000000,2047500,Reuters,14/10/1981,
